smiles,ic50_nM,MW,LogP,HBD,HBA,Lipinski_violations,TPSA,RotBonds,CNS_violations
COc1ccc(Nc2ncnc3cc(N)ncc23)cc1,670.0,267.29200000000003,2.3591999999999995,2.0,6.0,0.0,85.95,3.0,0.0
CN(C)CCOc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cn1,10000.0,412.2910000000001,3.947980000000002,1.0,6.0,0.0,74.07,6.0,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN,6.0,392.8180000000002,2.8729000000000005,3.0,7.0,0.0,102.52000000000001,7.0,1.0
Nc1ccc(-c2cc(=O)c3cc(N)c(O)cc3o2)cc1,14100.0,268.272,2.33,3.0,5.0,0.0,102.48,1.0,1.0
Nc1cc2ncnc(NCc3ccccc3C(F)(F)F)c2cn1,10000.0,319.29,3.2379000000000016,2.0,5.0,0.0,76.72,3.0,0.0
Nc1cc2ncnc(NCc3ccc(C(F)(F)F)cc3)c2cn1,8000.0,319.29,3.2379000000000016,2.0,5.0,0.0,76.72,3.0,0.0
COc1ccc(CNc2ncnc3cc(N)ncc23)cc1,100000.0,281.319,2.2276999999999996,2.0,6.0,0.0,85.95,4.0,0.0
COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)cn(C)c2c1,170.0,315.75600000000003,3.573100000000002,1.0,3.0,0.0,51.46,2.0,0.0
COc1ccc(N)c2oc(-c3ccc(N)cc3)cc(=O)c12,100000.0,282.29900000000004,2.633000000000001,2.0,5.0,0.0,91.47999999999999,2.0,1.0
Nc1cc2ncnc(Nc3cccnc3)c2cn1,10000.0,238.25400000000005,1.7455999999999998,2.0,6.0,0.0,89.61,2.0,1.0
Nc1cc2ncnc(Nc3cccc(F)c3)c2cn1,840.0,255.25600000000003,2.4897,2.0,5.0,0.0,76.72,2.0,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCCC1,79.0,444.93800000000044,5.429300000000005,1.0,6.0,1.0,59.51000000000001,8.0,1.0
Nc1cc2ncnc(Nc3ccccc3[N+](=O)[O-])c2cn1,1250.0,282.26300000000003,2.2588,2.0,7.0,0.0,119.86,3.0,1.0
Nc1cc2ncnc(Nc3ccccc3Br)c2cn1,240.0,316.16200000000003,3.113100000000001,2.0,5.0,0.0,76.72,2.0,0.0
Nc1cccc(-c2cc(=O)c3cc(N)c(O)cc3o2)c1,100000.0,268.272,2.33,3.0,5.0,0.0,102.48,1.0,1.0
CN(C)c1ccccc1Nc1ncnc2cc(N)ncc12,69000.0,280.335,2.4166,2.0,6.0,0.0,79.96,3.0,0.0
Nc1cc2ncnc(Nc3cccc(Cl)c3)c2cn1,120.0,271.711,3.0040000000000004,2.0,5.0,0.0,76.72,2.0,0.0
Nc1cc2ncnc(NCc3ccc([N+](=O)[O-])cc3)c2cn1,10000.0,296.29,2.1273,2.0,7.0,0.0,119.86,4.0,1.0
COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)coc2c1,1270.0,302.713,3.8276000000000012,1.0,4.0,0.0,59.67,2.0,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(C)C,7.0,390.84600000000023,4.114900000000003,1.0,6.0,0.0,59.51000000000001,7.0,1.0
Nc1cccc(-c2cc(=O)c3cc(N)ccc3o2)c1,100000.0,252.273,2.6244000000000005,2.0,4.0,0.0,82.25,1.0,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCN(C)CC1,10.0,445.9260000000004,3.8007000000000026,1.0,7.0,0.0,62.750000000000014,7.0,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNC(C)(C)C,100.0,418.90000000000026,4.941400000000003,2.0,6.0,0.0,68.30000000000001,7.0,1.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCCC1,87.0,416.88400000000036,4.649100000000003,1.0,6.0,0.0,59.51000000000001,7.0,1.0
CNCC(O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,5.0,406.8450000000001,3.1336000000000013,3.0,7.0,0.0,88.53,8.0,0.0
Nc1cc2ncnc(NCc3ccccc3)c2cn1,580.0,251.29300000000003,2.2191,2.0,5.0,0.0,76.72,3.0,0.0
Nc1cc2ncnc(NCc3cccc(Br)c3)c2cn1,1000.0,330.1890000000001,2.981600000000001,2.0,5.0,0.0,76.72,3.0,0.0
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,25000.0,380.53900000000016,3.6590000000000016,2.0,7.0,0.0,80.05,5.0,0.0
Oc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1,8.0,287.702,3.6720000000000024,3.0,4.0,0.0,73.58,1.0,0.0
COc1cc(N)c2oc(-c3ccc(N)cc3)cc(=O)c2c1,100000.0,282.29900000000004,2.633000000000001,2.0,5.0,0.0,91.47999999999999,2.0,1.0
COc1ccccc1Nc1ncnc2cc(N)ncc12,3710.0,267.29200000000003,2.3591999999999995,2.0,6.0,0.0,85.95,3.0,0.0
C=C(CN(C)C)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,180.0,331.843,3.9879000000000038,0.0,3.0,0.0,29.540000000000003,7.0,0.0
COc1cc2c(cc1OC)Nc1ncnc(O)c1C2,75000.0,259.26500000000004,1.8471999999999997,2.0,6.0,0.0,76.5,2.0,1.0
C=C(CN1CCCCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,1100.0,371.90799999999996,4.912200000000006,0.0,3.0,0.0,29.540000000000003,7.0,1.0
Cl.O=C(CCN1CCCCC1)c1ccc(OCc2ccccc2)cc1,1800.0,359.89700000000005,4.746100000000005,0.0,3.0,0.0,29.540000000000003,7.0,1.0
C=C(CN1CCNCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,1500.0,372.896,3.3315000000000023,1.0,4.0,0.0,41.57000000000001,7.0,0.0
N#CCc1c(SSc2[nH]c3ccccc3c2CC#N)[nH]c2ccccc12,32000.0,374.4940000000001,5.580760000000003,2.0,4.0,1.0,79.16,5.0,1.0
C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1,230.0,389.4290000000001,2.4530000000000003,1.0,6.0,0.0,100.98,8.0,1.0
CN(C)CC(CSCCN)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,8800.0,408.99500000000006,3.739800000000002,1.0,5.0,0.0,55.56,11.0,1.0
NC(=O)CCC1C(S)=Nc2ccccc21,22000.0,220.29700000000003,2.0090999999999997,2.0,2.0,0.0,55.45,3.0,0.0
CC(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1.Cl,100000.0,427.9060000000001,2.954700000000001,1.0,6.0,0.0,100.98,8.0,1.0
O=C(CC1C(S)=Nc2ccccc21)NCc1ccccc1,100000.0,296.39500000000004,3.4501000000000017,2.0,2.0,0.0,41.46,4.0,0.0
CN(C)CCCC(=O)c1ccc(OCc2ccccc2)cc1.Cl,100000.0,333.859,4.211900000000004,0.0,3.0,0.0,29.540000000000003,8.0,1.0
CN(C)CCC(=O)c1ccc(OCc2ccccc2)cc1.Cl,1500.0,319.83199999999994,3.8218000000000036,0.0,3.0,0.0,29.540000000000003,7.0,0.0
Cl.O=C(CCN1CCOCC1)c1ccc(OCc2ccccc2)cc1,1500.0,361.8690000000001,3.5924000000000023,0.0,4.0,0.0,38.77,7.0,0.0
C=C(CN1CCOCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,1100.0,373.87999999999994,3.7585000000000037,0.0,4.0,0.0,38.769999999999996,7.0,0.0
C=C(CN(C)C)C(=O)c1ccccc1.Cl,5600.0,225.71900000000002,2.4089000000000005,0.0,2.0,0.0,20.310000000000002,4.0,0.0
C=C(CN(C)C)C(=O)c1ccc(OCc2ccccc2)c(O)c1.Cl,670.0,347.84200000000004,3.6935000000000033,1.0,4.0,0.0,49.77,7.0,0.0
C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)N(C)C)cc2)cc1.Cl,700.0,452.9600000000001,2.8784000000000023,0.0,6.0,0.0,83.99,8.0,1.0
O=C(CCC1C(S)=Nc2ccccc21)NCc1ccccc1,100000.0,310.422,3.840200000000002,2.0,2.0,0.0,41.46,5.0,0.0
N#CCCc1c(SSc2[nH]c3ccccc3c2CCC#N)[nH]c2ccccc12,47000.0,402.54800000000023,6.360960000000005,2.0,4.0,1.0,79.16,7.0,1.0
CN(C)CCC(=O)c1ccc(OCc2ccccc2)c(O)c1.Cl,360.0,335.83099999999996,3.5274000000000023,1.0,4.0,0.0,49.77,7.0,0.0
C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)c(O)c2)cc1,470.0,405.4280000000001,2.1586,2.0,7.0,0.0,121.21000000000001,8.0,1.0
COc1cc2c(cc1OC)Nc1ncn(C)c(=O)c1C2,160000.0,273.29200000000003,1.4452999999999996,1.0,5.0,0.0,65.38,2.0,1.0
N#CC(C#N)=C(N)/C(C#N)=C/c1ccc2[nH]ccc2c1,820000.0,259.272,2.33484,2.0,4.0,0.0,113.17999999999998,2.0,1.0
CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,1.0,395.47,4.232400000000002,1.0,6.0,0.0,71.76,5.0,1.0
Clc1ccc2cc(-c3ccncc3)cnc2c1,10000.0,240.693,3.9502000000000024,0.0,2.0,0.0,25.78,1.0,0.0
COc1cc(OC)c2cc(-c3ccncc3)cnc2c1,10000.0,266.3,3.314000000000002,0.0,4.0,0.0,44.24,3.0,0.0
COc1cc2cc(-c3ccncc3)cnc2cc1OC,10000.0,266.3,3.314000000000002,0.0,4.0,0.0,44.24000000000001,3.0,0.0
c1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,68.0,342.4270000000001,5.583200000000002,2.0,4.0,1.0,53.6,3.0,1.0
OCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,1.0,372.4530000000001,5.075500000000003,3.0,5.0,1.0,73.83000000000001,4.0,1.0
NCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,4.0,371.46900000000005,5.041900000000003,3.0,5.0,1.0,79.62,4.0,1.0
CN(CCO)Cc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,3.0,428.5610000000001,5.612300000000003,3.0,5.0,1.0,64.18,7.0,1.0
c1csc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)c1,1.0,348.4560000000001,5.644700000000002,2.0,5.0,1.0,53.6,3.0,1.0
c1cc(Nc2ccc3[nH]ccc3c2)c2sc(-c3ccc(CN4CCOCC4)cc3)cc2n1,30.0,440.5720000000003,6.020400000000005,2.0,5.0,1.0,53.18000000000001,5.0,1.0
O=C(c1ccccc1)c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1,9.0,370.43700000000007,5.1472000000000016,2.0,5.0,1.0,70.67,4.0,1.0
c1csc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)c1,1.0,347.4680000000001,6.2497000000000025,2.0,4.0,1.0,40.71,3.0,1.0
Cc1cc2cc(Nc3ncnc4cc(-c5ccccc5)sc34)ccc2[nH]1,100.0,356.45400000000006,5.891620000000002,2.0,4.0,1.0,53.6,3.0,1.0
Cc1c[nH]c2ccc(Nc3ncnc4cc(-c5ccccc5)sc34)cc12,5.0,356.45400000000006,5.891620000000003,2.0,4.0,1.0,53.6,3.0,1.0
Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CN(C)CCO)cc5)sc34)ccc2[nH]1,140.0,442.58800000000014,5.9207200000000055,3.0,5.0,1.0,64.18,7.0,1.0
CN(C)CCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,5.0,413.55000000000007,5.687300000000004,2.0,5.0,1.0,56.84,6.0,1.0
c1ccc(-c2cc3ncnc(Nc4ccc5[nH]ncc5c4)c3s2)cc1,1600.0,343.4150000000001,4.978200000000001,2.0,5.0,0.0,66.49000000000001,3.0,1.0
c1nc(Nc2ccc3[nH]ccc3c2)c2sccc2n1,600.0,266.329,3.9162000000000017,2.0,4.0,0.0,53.6,2.0,0.0
NC(=O)c1ccc(Nc2ncnc3cc(-c4ccccc4)sc23)cc1,1000.0,346.415,4.200800000000003,2.0,5.0,0.0,80.9,4.0,1.0
Cc1ccccc1-c1cn(-c2ccccc2)c2ncnc(N)c12,2650.0,300.36500000000007,3.9781200000000014,1.0,3.0,0.0,56.730000000000004,2.0,0.0
Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1CO,1100.0,316.3640000000001,3.1620000000000013,2.0,4.0,0.0,76.96,3.0,0.0
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCc1ccncc1,20000.0,390.41800000000006,3.5883400000000023,3.0,3.0,0.0,86.88,4.0,0.0
Nc1ncnc2c1c(-c1ccccc1)cn2-c1cccc(CNCCO)c1,3400.0,359.43300000000016,2.7516,3.0,5.0,0.0,88.99,6.0,0.0
CN(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.22,374.2420000000001,2.9594000000000005,2.0,6.0,0.0,74.17,5.0,0.0
Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccc(CO)cc1,700.0,316.3640000000001,3.162000000000001,2.0,4.0,0.0,76.96,3.0,0.0
CN(CC(=O)O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.44,388.225,3.051700000000001,2.0,6.0,0.0,91.24000000000001,5.0,1.0
Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,1.5,364.45300000000026,2.820920000000001,2.0,7.0,0.0,75.2,6.0,0.0
Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCCN1CCN(C)CC1,20000.0,378.52000000000027,3.304240000000002,2.0,3.0,0.0,51.370000000000005,5.0,0.0
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCOCC1,20000.0,412.46500000000026,2.3253400000000006,3.0,4.0,0.0,86.46,5.0,0.0
Cc1nc(Nc2cccc(Br)c2)c2cc(NCCN3CCOCC3)ncc2n1,117.0,443.3490000000003,3.583420000000002,2.0,7.0,0.0,75.2,6.0,0.0
COc1ccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)cc1,350.0,316.3640000000001,3.678300000000001,1.0,4.0,0.0,65.96,3.0,0.0
Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1CNCCO,6400.0,359.43300000000016,2.7516000000000003,3.0,5.0,0.0,88.99,6.0,0.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,20000.0,414.9370000000002,3.8492400000000018,3.0,3.0,0.0,77.23,7.0,0.0
CN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1.7,417.31100000000004,2.8669000000000002,3.0,7.0,0.0,86.2,8.0,0.0
Nc1ncnc2c1c(-c1cccc(Cl)c1)cn2-c1ccccc1,700.0,320.783,4.323100000000002,1.0,3.0,0.0,56.73,2.0,1.0
Cc1cccc(Nc2ncnc3cnc(N)cc23)c1,3.1,251.29300000000003,2.65902,2.0,5.0,0.0,76.72,2.0,0.0
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCn1cncn1,20000.0,394.4100000000001,2.28484,3.0,4.0,0.0,104.69999999999999,5.0,1.0
CCOC(=O)c1ccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)cc1,1300.0,358.40100000000007,3.846400000000002,1.0,5.0,0.0,83.03,4.0,0.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1C,10000.0,459.38800000000015,3.9583400000000015,3.0,3.0,0.0,77.23,7.0,1.0
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCCC1,20000.0,396.46600000000024,3.088940000000002,3.0,3.0,0.0,77.22999999999999,5.0,0.0
Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1,1.2,421.3020000000002,4.580500000000002,2.0,6.0,0.0,75.62,6.0,1.0
COc1cccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)c1,500.0,316.3640000000001,3.678300000000001,1.0,4.0,0.0,65.96,3.0,0.0
Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccc(CNCCO)cc1,1400.0,359.43300000000016,2.7516,3.0,5.0,0.0,88.99,6.0,0.0
CN1CCN(c2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1,6.4,399.29600000000016,3.282700000000002,1.0,6.0,0.0,57.18,3.0,0.0
CNc1cc2c(Nc3cccc(C)c3)ncnc2cn1,0.45,265.32,3.118520000000001,2.0,5.0,0.0,62.730000000000004,3.0,0.0
COc1cccc(-c2cn(-c3ccc(CCN(C)CCO)cc3)c3ncnc(N)c23)c1,300.0,417.5130000000001,3.1449000000000007,2.0,6.0,0.0,89.42999999999999,8.0,0.0
CN(C)CCN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.1,401.31200000000007,3.5287000000000015,1.0,6.0,0.0,57.18,6.0,0.0
Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,1.0,443.3490000000004,3.6651000000000016,2.0,7.0,0.0,75.2,7.0,0.0
CNc1cc2c(Nc3ccccc3)ncnc2cn1,9.0,251.29300000000003,2.8101000000000003,2.0,5.0,0.0,62.730000000000004,3.0,0.0
CNc1cc2c(Nc3cccc(C(F)(F)F)c3)ncnc2cn1,1.1,319.29,3.8289000000000017,2.0,5.0,0.0,62.730000000000004,3.0,0.0
CN(C)CCCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1.8,415.33900000000006,4.284600000000003,2.0,6.0,0.0,65.97,8.0,1.0
COc1cccc(-c2cn(-c3ccc(CC(=O)NCCO)cc3)c3ncnc(N)c23)c1,800.0,417.4690000000001,2.3293,3.0,6.0,0.0,115.28999999999999,7.0,1.0
CN1CCC(O)(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)o2)CC1,797.0,353.3970000000001,3.4559000000000024,1.0,5.0,0.0,62.39,3.0,0.0
Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,0.78,410.27900000000017,3.9086,3.0,6.0,0.0,91.41000000000001,6.0,1.0
Brc1cccc(Nc2ncnc3cnc(NCc4cccnc4)cc23)c1,1.5,407.27500000000015,4.538000000000001,2.0,6.0,0.0,75.62,5.0,1.0
CN(CC(O)CO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.56,404.26800000000003,2.3202999999999996,3.0,7.0,0.0,94.4,6.0,1.0
OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.19,360.21500000000003,2.9351000000000003,3.0,6.0,0.0,82.96,5.0,0.0
Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,1.3,345.41,3.4545200000000014,3.0,6.0,0.0,91.41000000000001,6.0,1.0
CCN(CC)CC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,4.6,445.36500000000007,3.645500000000001,3.0,7.0,0.0,86.2,9.0,1.0
COc1cccc(-c2cn(-c3cccc(CO)c3)c3ncnc(N)c23)c1,800.0,346.39000000000004,3.1706000000000003,2.0,5.0,0.0,86.19,4.0,0.0
COc1cccc(-c2cn(-c3ccc(CNCCO)cc3)c3ncnc(N)c23)c1,300.0,389.45900000000006,2.7602,3.0,6.0,0.0,98.22,7.0,1.0
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN(C)C,20000.0,370.4280000000001,2.5547400000000007,3.0,3.0,0.0,77.22999999999999,5.0,0.0
CNc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,31000.0,300.365,4.129200000000003,1.0,3.0,0.0,42.74,3.0,1.0
Nc1ncnc2c1c(-c1ccccc1)cn2-c1cccc(CO)c1,600.0,316.3640000000001,3.1620000000000017,2.0,4.0,0.0,76.96,3.0,0.0
O=C(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.28,374.19800000000004,3.027400000000001,3.0,6.0,0.0,100.03,5.0,1.0
CNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,0.19,285.73800000000006,3.4635000000000007,2.0,5.0,0.0,62.730000000000004,3.0,0.0
Cc1cccc(Nc2ncnc3cnc(N(C)C)cc23)c1,2.8,279.34700000000004,3.1428200000000013,1.0,5.0,0.0,53.940000000000005,3.0,0.0
O=C(O)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,27.0,388.2250000000001,3.4175000000000013,3.0,6.0,0.0,100.03,6.0,1.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,20000.0,380.49200000000013,3.1958400000000013,3.0,3.0,0.0,77.23,7.0,0.0
Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,500.0,286.338,3.6697000000000015,1.0,3.0,0.0,56.73,2.0,0.0
Cc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,1.8,378.48000000000025,3.2110200000000013,2.0,7.0,0.0,75.2,7.0,0.0
CN(C)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1.2,401.31200000000007,3.8945000000000016,2.0,6.0,0.0,65.97,7.0,0.0
Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1,1.7,424.3060000000002,4.229600000000001,2.0,6.0,0.0,80.55,7.0,1.0
O=C(Cc1ccc2ccccc2c1)Nc1cc(C2CC2)n[nH]1,10000.0,291.354,3.621500000000001,2.0,2.0,0.0,57.78,4.0,0.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,20000.0,398.48200000000014,3.3349400000000013,3.0,3.0,0.0,77.23,7.0,0.0
CN(C)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1.1,387.2850000000001,3.5044000000000004,2.0,6.0,0.0,65.97,6.0,0.0
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,0.65,429.32200000000034,3.2750000000000012,2.0,7.0,0.0,75.2,6.0,0.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O,14800.0,388.8760000000001,3.879880000000003,2.0,5.0,0.0,96.33999999999999,7.0,1.0
O=C(O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,1000.0,349.32000000000005,2.3999000000000006,1.0,6.0,0.0,123.81,6.0,1.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(O)cc2)c1O,2500.0,356.403,2.7909800000000007,3.0,6.0,0.0,116.57,6.0,1.0
CCCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(C=O)cc2)cc1,100000.0,361.41900000000004,2.7967000000000013,1.0,5.0,0.0,89.53999999999999,8.0,0.0
O=C(O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1O,54.0,365.3190000000001,2.1055000000000006,2.0,7.0,0.0,144.04,6.0,1.0
CNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C(\C)[N+](=O)[O-])cc2OC)cc1,4000.0,406.41600000000017,2.460000000000001,1.0,7.0,0.0,124.84000000000002,7.0,1.0
COc1cc(/C=C/[N+](=O)[O-])ccc1O,7900.0,195.174,1.6481999999999999,1.0,4.0,0.0,72.60000000000001,3.0,1.0
COc1cc(/C=C(\C)[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)O)cc1,2500.0,393.37300000000016,2.7986000000000013,1.0,7.0,0.0,133.04,7.0,1.0
CCN1CCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCC1,100000.0,512.6100000000004,3.531900000000002,1.0,5.0,1.0,77.73,1.0,1.0
COc1cc(/C=C/[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)O)cc1,2800.0,379.3460000000001,2.4085,1.0,7.0,0.0,133.04,7.0,1.0
COC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,1500.0,363.34700000000004,2.4883000000000006,0.0,7.0,0.0,112.81,6.0,1.0
O=[N+]([O-])/C=C/c1ccc(O)cc1,10100.0,165.148,1.6395999999999997,1.0,3.0,0.0,63.370000000000005,2.0,1.0
CC(C)(C)NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,1300.0,404.4440000000001,3.230000000000002,1.0,6.0,0.0,115.61000000000001,6.0,1.0
CNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,400.0,362.36300000000006,2.0613,1.0,6.0,0.0,115.61000000000001,6.0,1.0
O=C(O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)c(O)c1,310.0,365.3190000000001,2.1055,2.0,7.0,0.0,144.04,6.0,1.0
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCOCC1,1.5,447.5390000000004,3.907420000000003,2.0,7.0,0.0,88.61,9.0,1.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,0.75,342.761,4.290400000000002,2.0,4.0,0.0,66.91,4.0,1.0
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,0.95,373.7750000000001,3.6940000000000017,2.0,6.0,0.0,89.03,5.0,0.0
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,0.42,304.35300000000007,3.8063200000000013,2.0,4.0,0.0,66.91,4.0,0.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,0.69,387.21200000000005,4.399500000000002,2.0,4.0,0.0,66.91,4.0,1.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,0.75,343.749,3.6854000000000013,2.0,5.0,0.0,79.8,4.0,0.0
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOC,0.97,417.8280000000002,3.710600000000002,2.0,7.0,0.0,98.26,8.0,1.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(CN(C)C)c(Br)c3)c2c1,45.0,426.3180000000001,4.322000000000003,2.0,5.0,0.0,70.14999999999999,6.0,1.0
Cn1c(SSc2c(C#N)c3ccccc3n2C)c(C#N)c2ccccc21,6900.0,374.49400000000014,5.212760000000004,0.0,4.0,1.0,57.44,3.0,1.0
O=[N+]([O-])c1cccc2c(NCc3ccccc3)ncnc12,10000.0,280.28700000000003,3.150100000000001,1.0,5.0,0.0,80.95,4.0,0.0
CC(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)C)c1O,15300.0,321.4200000000001,5.131700000000004,2.0,2.0,1.0,49.33,3.0,1.0
Cc1cccc2c1/C(=C/c1ccc[nH]1)C(=O)N2,100000.0,224.26300000000003,2.8158200000000013,2.0,1.0,0.0,44.89,1.0,0.0
O=[N+]([O-])c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,897.0,345.156,4.044100000000001,1.0,5.0,0.0,80.95,3.0,1.0
